"2019/03/15","165.9800","37088870.0000","167.1600","167.5800","162.5100"
"2019/03/14","170.1700","17882100.0000","169.7600","171.1500","168.1600"
"2019/03/13","173.3700","11514940.0000","172.3200","174.0300","172.1200"
"2019/03/12","171.9200","12136730.0000","172.0900","173.8000","171.2178"
"2019/03/11","172.0700","18534610.0000","171.6000","174.3000","171.5800"
"2019/03/08","169.6000","12737410.0000","166.2000","169.6200","165.9700"
"2019/03/07","169.1300","18200280.0000","171.5000","171.7400","167.6100"
"2019/03/06","172.5100","20775850.0000","172.9000","173.5700","171.2700"
"2019/03/05","171.2600","26581790.0000","167.3700","171.8800","166.5500"
"2019/03/04","167.3700","18864670.0000","163.9000","167.5000","163.8300"
"2019/03/01","162.2800","11022100.0000","162.6000","163.1320","161.6900"
"2019/02/28","161.4500","11083060.0000","162.3700","163.5000","160.8600"
"2019/02/27","162.8100","12685830.0000","162.9000","163.9300","160.4100"
"2019/02/26","164.1300","13630540.0000","164.3350","166.2400","163.8000"
"2019/02/25","164.6200","17615000.0000","163.0700","166.0700","162.9000"
"2019/02/22","161.8900","15845990.0000","160.5800","162.4100","160.3100"
"2019/02/21","160.0400","15455630.0000","161.9300","162.2400","159.5900"
"2019/02/20","162.5600","11758420.0000","162.2500","163.7200","161.2500"
"2019/02/19","162.2900","14320590.0000","160.5000","164.1500","160.3300"
"2019/02/15","162.5000","15485430.0000","164.5100","164.7000","160.8600"
"2019/02/14","163.9500","12696560.0000","163.1900","164.8697","162.2468"
"2019/02/13","164.0700","14168500.0000","165.3800","166.2200","163.7300"
"2019/02/12","165.0400","16241390.0000","166.8600","168.3400","164.5000"
"2019/02/11","165.7900","12694750.0000","167.9000","168.3000","165.0800"
"2019/02/08","167.3300","12485700.0000","164.4700","167.3700","164.2100"
"2019/02/07","166.3800","17206800.0000","168.2000","169.2400","165.2500"
"2019/02/06","170.4900","13254460.0000","171.2000","172.4700","169.2700"
"2019/02/05","171.1600","21723960.0000","169.1500","171.9800","168.6900"
"2019/02/04","169.2500","19980980.0000","165.7000","169.3000","163.6200"
"2019/02/01","165.7100","30742790.0000","165.8400","169.1000","165.6600"
"2019/01/31","166.6900","77005780.0000","165.6000","171.6800","165.0000"
"2019/01/30","150.4200","41676170.0000","146.2200","150.9500","145.6953"
"2019/01/29","144.1900","17451800.0000","148.0900","148.1000","143.4300"
"2019/01/28","147.4700","15242960.0000","148.0500","148.9600","146.2100"
"2019/01/25","149.0100","22227160.0000","147.4800","149.8300","146.5400"
"2019/01/24","145.8300","20932280.0000","144.6400","146.4400","142.5200"
"2019/01/23","144.3000","20060100.0000","148.2800","148.8000","143.0550"
